,username,interact_with_crafting_table,open_barrel,open_shulker_box,leave_game,time_since_death,damage_resisted,sprint_one_cm,drop,deaths,jump,walk_on_water_one_cm,enchant_item,interact_with_furnace,play_one_minute,sleep_in_bed,open_enderchest,damage_dealt,crouch_one_cm,interact_with_smoker,interact_with_smithing_table,mob_kills,interact_with_anvil,inspect_hopper,climb_one_cm,walk_one_cm,sneak_time,walk_under_water_one_cm,boat_one_cm,interact_with_lectern,interact_with_blast_furnace,interact_with_grindstone,time_since_rest,damage_taken,swim_one_cm,fly_one_cm,open_chest,aviate_one_cm,fall_one_cm,interact_with_stonecutter,play_time,total_world_time,animals_bred,bell_ring,damage_absorbed,damage_blocked_by_shield,damage_dealt_absorbed,fish_caught,horse_one_cm,inspect_dispenser,interact_with_beacon,interact_with_brewingstand,interact_with_cartography_table,play_noteblock,play_record,player_kills,talked_to_villager,traded_with_villager,tune_noteblock,interact_with_loom,inspect_dropper,pot_flower,raid_trigger,raid_win,minecart_one_cm,eat_cake_slice,strider_one_cm,fill_cauldron,target_hit,trigger_trapped_chest,use_cauldron,clean_shulker_box,interact_with_campfire,pig_one_cm,clean_banner,damage_dealt_resisted
161,Minorow,6.0,45.0,5.0,12.0,162973.0,170.0,794553.0,91.0,1.0,3278.0,13311.0,58.0,5.0,,,28.0,3109.0,11946.0,,,1798.0,16.0,,10844.0,444126.0,4268.0,4287.0,19010.0,1.0,,11.0,162997.0,1845.0,28528.0,973836.0,247.0,932026.0,60253.0,,183317.0,183317.0,,,,240.0,,,,1.0,,,,,,,,,,,,1.0,,,960.0,,,,,,,,,,,
162,Himbo147,,,1.0,1.0,2844.0,,6708.0,,,9.0,,,,,,,,,,,,,,,15143.0,3.0,,,,,,1368.0,,,579.0,,,,,2844.0,2844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Fabian__02,505.0,330.0,1846.0,267.0,4889625.0,1842.0,7959537.0,1689.0,1.0,53116.0,1063539.0,12.0,685.0,,127.0,676.0,133281.0,492200.0,1.0,17.0,5380.0,57.0,419.0,44350.0,16256465.0,164300.0,468411.0,275816.0,10.0,1.0,10.0,90347.0,37085.0,374364.0,11283201.0,4495.0,62235682.0,1709809.0,,5227059.0,5227059.0,288.0,,167.0,,,,1710.0,83.0,20.0,1.0,4.0,,,,1126.0,1314.0,,,63.0,,,,4643.0,,,,,,,,,,,
164,StollBrownless,68.0,143.0,451.0,22.0,693827.0,196.0,2187353.0,111.0,3.0,12542.0,35640.0,,96.0,,7.0,186.0,20253.0,32566.0,3.0,4.0,1493.0,32.0,2.0,68920.0,3661557.0,17297.0,49993.0,55095.0,8.0,,1.0,10029.0,9146.0,16144.0,4272027.0,695.0,20251139.0,229473.0,,1163949.0,71702.0,,,,1421.0,,,,6.0,,3.0,,,1.0,,6.0,,,,,,,,,,,,,,,,,,,
165,Dwyer04,1.0,1.0,3.0,1.0,49025.0,45.0,222448.0,3.0,,986.0,3857.0,,,49025.0,,4.0,447.0,,,,1.0,,,,263550.0,11.0,2932.0,,2.0,,,49025.0,676.0,3492.0,192403.0,12.0,,28970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Hikekomori,189.0,175.0,205.0,31.0,60776.0,1376.0,2228122.0,240.0,8.0,11737.0,137818.0,107.0,133.0,1616877.0,40.0,162.0,37334.0,106843.0,,6.0,5622.0,63.0,102.0,219959.0,3457611.0,77894.0,173657.0,17837.0,7.0,,30.0,8527.0,10620.0,97426.0,2923656.0,374.0,13139094.0,420995.0,,,,,,,2915.0,,,,,,,,,,,2.0,,,,5.0,,,,,1.0,,,,,,,,,,
167,Hylianic,1077.0,1074.0,5113.0,241.0,292737.0,8298.0,32446525.0,64836.0,71.0,231043.0,1536151.0,26.0,799.0,,87.0,1129.0,1939533.0,2393266.0,4.0,15.0,129491.0,126.0,1263.0,3008242.0,45578171.0,651518.0,3241869.0,6264139.0,36.0,3.0,18.0,292757.0,170042.0,2508862.0,45700671.0,16955.0,193597666.0,6313143.0,54.0,17135735.0,17135735.0,105.0,77.0,4.0,,14.0,,3829717.0,63.0,31.0,7.0,1.0,,1.0,50.0,420.0,591.0,41.0,,153.0,1.0,,,127968.0,23.0,326.0,,,1.0,119.0,,4.0,,,
168,snowflakexo,2.0,,,6.0,31867.0,498.0,158958.0,1.0,6.0,1228.0,258.0,,15.0,,1.0,,680.0,15361.0,,,5.0,,,30566.0,114821.0,5087.0,,,1.0,,,10743.0,2951.0,,254689.0,11.0,,43606.0,,61081.0,61081.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
169,nnint,299.0,1.0,4.0,17.0,527228.0,68.0,4175797.0,421.0,29.0,43768.0,191203.0,4.0,342.0,,15.0,6.0,43540.0,445842.0,23.0,2.0,244.0,4.0,,33297.0,8632647.0,123786.0,82349.0,1248421.0,4.0,34.0,,5202.0,21893.0,63599.0,5786490.0,1402.0,,1288239.0,,2421433.0,2421433.0,63.0,,,9675.0,,2.0,407802.0,,,,,,,3.0,,,2.0,,,4.0,,,44574.0,,,,,,,,,,,
170,Envvi,400.0,1023.0,35.0,104.0,327350.0,729.0,5615540.0,306.0,25.0,37442.0,477710.0,27.0,233.0,,58.0,6.0,72841.0,135175.0,1.0,5.0,6093.0,31.0,145.0,335959.0,22078160.0,51680.0,786526.0,43206.0,2.0,,5.0,41228.0,34705.0,4629.0,6142322.0,2709.0,58156829.0,724586.0,15.0,4340118.0,2591186.0,43.0,1.0,40.0,,,,3714.0,90.0,,34.0,,5.0,,,3.0,,9.0,2.0,99.0,16.0,,,455400.0,,,4.0,,,12.0,,,,,
171,reddata_,,1.0,,2.0,3596.0,48.0,5729.0,,,50.0,2290.0,,,3596.0,,,,331.0,,,,,,,7035.0,106.0,,,,,,3596.0,72.0,,8628.0,,,1869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,GiantHoboSquid,749.0,21.0,455.0,116.0,2905701.0,30611.0,19213671.0,3228.0,9.0,149751.0,2437581.0,181.0,1046.0,,78.0,1244.0,1227734.0,1197798.0,,27.0,15555.0,218.0,23.0,247482.0,26303619.0,276846.0,5235831.0,453663.0,9.0,3.0,57.0,30928.0,139644.0,7734255.0,40763135.0,4575.0,58486131.0,4907745.0,,8678204.0,2878305.0,266.0,381.0,374.0,11569.0,573.0,44.0,1654171.0,27.0,55.0,237.0,,,52.0,10.0,3798.0,9884.0,1.0,,27.0,,23.0,24.0,,,,3.0,,,12.0,,,,,59.0
173,konisv,8.0,6.0,4.0,16.0,3986.0,,496560.0,2.0,7.0,3426.0,53003.0,,4.0,219309.0,6.0,1.0,1281.0,5473.0,,,8.0,,,12242.0,401613.0,1798.0,27458.0,749528.0,,,,4006.0,3156.0,78857.0,882174.0,15.0,,72389.0,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,
174,Conman0071,21.0,1.0,111.0,2.0,17284.0,776.0,344012.0,3.0,9.0,1952.0,13727.0,,40.0,,,8.0,3222.0,606.0,,1.0,25.0,1.0,,7730.0,149466.0,427.0,7950.0,,,,,17304.0,3176.0,25745.0,481560.0,93.0,,44902.0,,77242.0,77242.0,,,,50.0,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,
175,AlwaysAlec,179.0,432.0,75.0,58.0,842852.0,114.0,5134539.0,207.0,96.0,29578.0,354244.0,,228.0,5581475.0,30.0,14.0,78310.0,183045.0,,2.0,425.0,37.0,19.0,116655.0,3805601.0,70054.0,723492.0,1275122.0,3.0,,3.0,842872.0,49182.0,229608.0,6750150.0,1626.0,5362272.0,672116.0,2.0,,,,12.0,,9425.0,,,410.0,24.0,,14.0,,,,,161.0,29.0,,,,,1.0,,13756.0,,,,,,3.0,,,16679.0,,
176,SquiggsMcDolphin,23.0,1.0,31.0,9.0,1216.0,204.0,732341.0,59.0,9.0,3587.0,98910.0,,14.0,271734.0,2.0,4.0,13791.0,18801.0,10.0,,109.0,,,4878.0,761026.0,6899.0,61587.0,304762.0,4.0,27.0,,1236.0,6549.0,77504.0,585633.0,36.0,,99557.0,,,,,,,5298.0,,,,,,,,,,,2.0,,,,,,,,432.0,,,,,,,,,,,
177,AmbroseForLife,4.0,14.0,3.0,7.0,7314.0,156.0,302892.0,12.0,16.0,1382.0,15054.0,,5.0,,,2.0,588.0,9423.0,1.0,,2.0,1.0,3.0,2310.0,160437.0,5963.0,73954.0,,,,,7334.0,4802.0,11943.0,289819.0,59.0,,31071.0,,98565.0,98565.0,,,,,,,,,,,,202.0,,,,,27.0,,,,,,,3.0,,,,,,,,,,
178,martinofthedale,121.0,158.0,112.0,21.0,11811.0,767.0,2880029.0,71.0,18.0,10275.0,56437.0,,49.0,1007428.0,4.0,73.0,16725.0,47904.0,,,412.0,2.0,3.0,93548.0,2220256.0,17122.0,36218.0,205704.0,6.0,,1.0,11831.0,15997.0,40153.0,1938241.0,466.0,7750100.0,210648.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
179,StarrPark123,,4.0,1.0,1.0,12127.0,52.0,31691.0,,,49.0,,,,,,,42.0,,,,,,,,35505.0,,,,,,,12127.0,78.0,,11364.0,,,3294.0,,12127.0,12127.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
180,Elol3,,,1.0,1.0,1199.0,,4311.0,,,10.0,,,,1199.0,,,,,,,,,,,5685.0,,,,,,,1199.0,,,9168.0,1.0,,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,vFar,164.0,174.0,804.0,154.0,577287.0,1229.0,8355017.0,1020.0,19.0,43543.0,1399570.0,221.0,147.0,,47.0,295.0,276689.0,970277.0,15.0,9.0,8235.0,49.0,62.0,184079.0,3123504.0,392563.0,2897745.0,523362.0,6.0,55.0,4.0,130631.0,64815.0,5062499.0,19663234.0,1834.0,76347198.0,1482374.0,1.0,3452324.0,5097.0,17.0,3.0,404.0,1790.0,,,,,2.0,5.0,,,,,32.0,,,1.0,,,,,10307.0,6.0,,,,,,,,,,
182,Ducky_1246,141.0,350.0,427.0,83.0,467611.0,5840.0,3894364.0,1557.0,43.0,24783.0,225560.0,,49.0,,16.0,114.0,20372.0,209801.0,8.0,4.0,3206.0,46.0,6.0,90192.0,3124336.0,109223.0,282959.0,544677.0,9.0,1.0,1.0,177727.0,22225.0,161260.0,5602953.0,886.0,31949968.0,642751.0,1.0,3073924.0,3073924.0,,,72.0,,,14.0,9105468.0,,9.0,2.0,,,1.0,7.0,86.0,32.0,,4.0,,,,1.0,,3.0,,,,,,,,,,
183,Engine_GG,494.0,261.0,731.0,36.0,1246840.0,1036.0,7537354.0,427.0,24.0,37793.0,330210.0,,1575.0,3481364.0,59.0,362.0,107357.0,910408.0,,4.0,3940.0,101.0,27.0,87636.0,7902530.0,231074.0,143838.0,1063648.0,8.0,,,36385.0,29746.0,204828.0,7775281.0,2094.0,18495970.0,765535.0,25.0,,,8.0,,,2586.0,,1.0,,9.0,,21.0,,,3.0,,280.0,425.0,,3.0,2.0,1.0,,,,,409.0,,,,,,,,,
184,someonesawks,4.0,26.0,5.0,3.0,33926.0,100.0,439034.0,,1.0,658.0,10677.0,,3.0,,1.0,6.0,391.0,1874.0,,,2.0,,1.0,15395.0,399766.0,753.0,10406.0,,6.0,,,7197.0,1122.0,3649.0,134005.0,73.0,,18933.0,,71373.0,71373.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
185,chemicalfairy,,7.0,,1.0,11910.0,,42449.0,,,151.0,,,1.0,,,2.0,,305.0,,,,,,426.0,39738.0,164.0,,56514.0,,,,10816.0,40.0,,31584.0,10.0,,3990.0,,11910.0,11910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,WoodyWoodDeejer,1835.0,189.0,15730.0,202.0,3077654.0,5561.0,27013674.0,1940.0,19.0,135036.0,6603765.0,26.0,661.0,31528913.0,510.0,3258.0,656865.0,3648416.0,,6.0,12478.0,344.0,1708.0,565765.0,97011815.0,1182946.0,8896749.0,5585348.0,50.0,5.0,63.0,29345.0,75239.0,2234641.0,8624032.0,22813.0,131498798.0,2489786.0,198.0,,,27.0,,73.0,,,,,113.0,39.0,25.0,,7.0,,1.0,11080.0,90088.0,6.0,1.0,47.0,15.0,1.0,1.0,199583.0,9.0,,,,,,,,,,
187,LegallyGood,48.0,50.0,14.0,7.0,33963.0,235.0,1126499.0,79.0,12.0,4765.0,37618.0,,56.0,415272.0,1.0,19.0,13306.0,109724.0,,,65.0,1.0,,91695.0,939969.0,42500.0,10028.0,92492.0,5.0,,,20724.0,6195.0,65110.0,876612.0,125.0,1399632.0,113782.0,3.0,,,,,,3134.0,,,,,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
188,TheFreeLlama,19.0,1.0,,5.0,32997.0,20.0,203285.0,13.0,5.0,1347.0,21263.0,,18.0,,,,6577.0,20716.0,,,33.0,,,,325083.0,6338.0,4840.0,,,,,33017.0,1682.0,16203.0,269791.0,8.0,,23287.0,,67504.0,67504.0,,,,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,rangoh,92.0,88.0,12.0,16.0,1789587.0,36.0,1943000.0,316.0,,14683.0,360391.0,,27.0,1789587.0,14.0,,67945.0,180040.0,,,560.0,4.0,21.0,10588.0,3811379.0,72085.0,93222.0,3031375.0,11.0,,1.0,163175.0,5804.0,63029.0,2250799.0,335.0,5646153.0,212700.0,,,,20.0,,80.0,,,,2259.0,12.0,,,,,,,89.0,84.0,,,,,3.0,2.0,964.0,,,,,,,,,,,
190,Ryhime,83.0,94.0,159.0,21.0,396346.0,12.0,2580865.0,52.0,13.0,10522.0,127656.0,11.0,219.0,,1.0,66.0,71704.0,97039.0,,,1194.0,4.0,2.0,30713.0,2296682.0,33431.0,72717.0,,13.0,1.0,6.0,13777.0,9417.0,70108.0,2885866.0,424.0,,146022.0,,920749.0,920749.0,,,,,,,,2.0,11.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
191,Eris_Live,52.0,264.0,197.0,84.0,103011.0,2086.0,3607127.0,760.0,26.0,26025.0,556480.0,19.0,89.0,1766381.0,14.0,104.0,44555.0,213678.0,,6.0,3300.0,16.0,6.0,181921.0,5072181.0,61458.0,1086050.0,1400769.0,6.0,,17.0,102923.0,31850.0,1046355.0,9064882.0,806.0,31721593.0,597531.0,,,,,,,,,20.0,677146.0,2.0,,2.0,,,,,15.0,44.0,,,,,,,,,,,,,,,,,,
192,nocobot978,341.0,73.0,82.0,27.0,97754.0,290.0,4255310.0,202.0,15.0,16533.0,342039.0,5.0,380.0,,34.0,74.0,53036.0,382458.0,72.0,12.0,1121.0,27.0,12.0,162423.0,4148395.0,133308.0,1170610.0,364350.0,,70.0,2.0,10280.0,20128.0,307311.0,4378726.0,1907.0,27608256.0,346822.0,,2290866.0,9026.0,8.0,8.0,,4865.0,,,15699.0,,,6.0,2.0,,9.0,,107.0,106.0,,5.0,,,,,,,,2.0,,,,,,157259.0,,
193,munewell,162.0,268.0,580.0,50.0,12522.0,2363.0,6143081.0,396.0,17.0,28880.0,355239.0,55.0,250.0,,13.0,63.0,112773.0,456540.0,,9.0,5021.0,18.0,6.0,238039.0,3630381.0,151181.0,40200.0,128696.0,3.0,,43.0,12542.0,23686.0,69124.0,8772512.0,1276.0,28173977.0,651837.0,2.0,2271060.0,24922.0,66.0,,,270.0,,,22688.0,,,,,,,2.0,128.0,214.0,,,,,,,,,,,,,,,,,,
194,MCFulcrum,42.0,,,4.0,12828.0,36.0,569577.0,,3.0,1073.0,6447.0,,26.0,,,,2812.0,24274.0,,,21.0,,,1256.0,448229.0,8664.0,1295.0,,,,,12848.0,1199.0,19322.0,99778.0,33.0,,17782.0,,110902.0,110902.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Starhauntu,61.0,8.0,,7.0,419211.0,8.0,791889.0,58.0,3.0,14515.0,113531.0,,69.0,642929.0,9.0,1.0,12476.0,76581.0,,,105.0,,,100475.0,2084844.0,39097.0,29877.0,75177.0,1.0,,,19323.0,6529.0,5999.0,1228052.0,157.0,,149126.0,,,,,,,,,,3670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,ChaoticFalcon,,12.0,,3.0,8933.0,,539056.0,2.0,1.0,2526.0,9099.0,,,,,4.0,,2578.0,,,,,,21135.0,543766.0,814.0,6394.0,80871.0,4.0,,,8953.0,1410.0,41548.0,739797.0,43.0,,52180.0,,121953.0,121953.0,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
197,Coziegoldfish728,45.0,105.0,98.0,20.0,24029.0,338.0,844730.0,115.0,5.0,11384.0,27195.0,,52.0,390427.0,,45.0,30628.0,49376.0,1.0,5.0,1857.0,41.0,17.0,39579.0,744479.0,22338.0,9489.0,,12.0,,,24049.0,8029.0,31089.0,4422693.0,200.0,3456075.0,179149.0,,,,,,,3196.0,,,,,,1.0,,10.0,,4.0,,,174.0,,1.0,,,,,,,,,,,,,,,
198,thefrogisking,4.0,,11.0,4.0,166321.0,16.0,57018.0,,,384.0,3452.0,,4.0,166321.0,,2.0,37.0,990.0,,,,,,271.0,101190.0,298.0,3429.0,,1.0,1.0,,166321.0,129.0,4392.0,97011.0,28.0,,11579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,DyingKooKK,6.0,,2.0,4.0,51792.0,36.0,18962.0,1.0,1.0,230.0,7439.0,,,,,1.0,,121.0,1.0,,,,,114.0,152833.0,79.0,2894.0,,1.0,,,51812.0,374.0,,11041.0,4.0,,9199.0,,62569.0,62569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Mordem,184.0,27.0,119.0,30.0,1509366.0,,2360626.0,142.0,,17921.0,225219.0,,887.0,,20.0,,51233.0,883099.0,6.0,,1229.0,,59.0,46357.0,3006123.0,228811.0,439163.0,2712512.0,3.0,,,173014.0,10574.0,416842.0,4037906.0,1313.0,,390097.0,34.0,1509366.0,1509366.0,6.0,,,5820.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
201,bzzyy,,3.0,8.0,4.0,30447.0,32.0,81851.0,2.0,,549.0,815.0,,,,,1.0,155.0,447.0,,,,,,237.0,95931.0,238.0,,,3.0,,,30447.0,578.0,,163632.0,3.0,,9724.0,,30447.0,30447.0,,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Lebanon,9.0,,,2.0,69910.0,,202725.0,12.0,,2369.0,1809.0,,58.0,69910.0,,1.0,3421.0,2839.0,,,39.0,,,28.0,97729.0,658.0,1485.0,395363.0,,,,69910.0,205.0,11464.0,452482.0,19.0,,49866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,arnban,1080.0,1409.0,7328.0,264.0,174108.0,8588.0,29736794.0,4381.0,290.0,121614.0,1289816.0,7.0,947.0,,209.0,1293.0,349681.0,3188897.0,8.0,15.0,18149.0,236.0,1440.0,1082974.0,33024632.0,865691.0,2394555.0,2051559.0,66.0,3.0,16.0,29774.0,209012.0,1985655.0,18682758.0,13165.0,269914944.0,4086771.0,3.0,21606195.0,21606195.0,1.0,24.0,1055.0,5690.0,73.0,,1149006.0,89.0,49.0,84.0,3.0,32.0,39.0,85.0,2528.0,2040.0,165.0,1.0,180.0,8.0,5.0,7.0,35617.0,28.0,373564.0,,,,,,,,,
204,FlamingoB,317.0,340.0,576.0,61.0,804399.0,3693.0,6845035.0,745.0,23.0,32921.0,344522.0,58.0,273.0,4559177.0,13.0,71.0,151033.0,453052.0,,9.0,5593.0,33.0,34.0,260494.0,6954016.0,132650.0,260738.0,685029.0,13.0,,39.0,99886.0,47316.0,365222.0,10333704.0,2065.0,60127737.0,1071205.0,,,,10.0,241.0,,7470.0,,,,19.0,13.0,4.0,,14.0,1.0,,78.0,439.0,85.0,8.0,18.0,,,,69723.0,,,,,,,,,,,
205,Setoply,7.0,,,1.0,23180.0,,113403.0,,,448.0,711.0,,5.0,23180.0,,,399.0,59.0,,,2.0,,,1290.0,48192.0,94.0,,,,,,23180.0,123.0,,87895.0,15.0,,11780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Shadovx,6.0,15.0,13.0,2.0,147240.0,424.0,140069.0,10.0,5.0,1008.0,2828.0,,15.0,,,8.0,1430.0,4732.0,,,7.0,,,21106.0,1043426.0,1503.0,23412.0,15729.0,4.0,,,147260.0,2376.0,1626.0,132413.0,155.0,2968310.0,30371.0,,207313.0,207313.0,,,,,,,154009.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
207,taxfrqud,43.0,27.0,61.0,7.0,94229.0,1009.0,785491.0,7.0,5.0,5503.0,24107.0,,70.0,230501.0,,16.0,13037.0,142776.0,,1.0,81.0,1.0,3.0,51979.0,387492.0,36492.0,18279.0,66457.0,1.0,,,94249.0,4650.0,58481.0,1302579.0,163.0,,133797.0,,,,,,,430.0,,,,,5.0,,,594.0,,2.0,2.0,,1346.0,,,,,,,,,1.0,,,1.0,,,,,
208,Gwiff,3.0,1.0,,7.0,75825.0,,186398.0,3.0,,1616.0,9298.0,,,,,,10.0,6323.0,,,1.0,,,1630.0,160379.0,4039.0,5277.0,169951.0,2.0,,,75825.0,160.0,6649.0,481007.0,7.0,,36284.0,,75825.0,75825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,ShpookE,510.0,311.0,945.0,70.0,46795.0,1487.0,7614518.0,1430.0,27.0,30331.0,176352.0,40.0,772.0,,16.0,119.0,98756.0,1600657.0,,1.0,5473.0,28.0,87.0,162658.0,13069613.0,379989.0,202559.0,61932.0,9.0,,25.0,46815.0,50310.0,59616.0,5351885.0,2194.0,92320865.0,811314.0,,3269758.0,3269758.0,183.0,,12.0,,,,,7.0,28.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,
210,lucky_kitty,35.0,15.0,,3.0,118927.0,,206203.0,,,781.0,20431.0,,72.0,118927.0,1.0,,2326.0,5688.0,,1.0,25.0,,,,372592.0,3386.0,4347.0,,,,,32568.0,688.0,14844.0,49839.0,51.0,,17211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,FerJekeey,19.0,6.0,5.0,3.0,5514.0,4.0,155451.0,7.0,2.0,1057.0,11174.0,,26.0,52666.0,,3.0,3376.0,6952.0,,,30.0,,3.0,,113488.0,2933.0,5217.0,,,,,5534.0,1070.0,21069.0,230153.0,14.0,,25169.0,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Blue_Wolf12,203.0,690.0,274.0,89.0,423024.0,9146.0,4630373.0,351.0,65.0,28510.0,236361.0,17.0,101.0,,6.0,108.0,44995.0,109850.0,115.0,6.0,4614.0,47.0,9.0,335776.0,5695849.0,51552.0,288958.0,352266.0,7.0,,1.0,423051.0,34633.0,584666.0,6273886.0,1354.0,38257613.0,743994.0,,2683234.0,2683234.0,10.0,14.0,,830.0,,13.0,39432.0,11.0,,,,57.0,42.0,14.0,12.0,,56.0,,,,,,9365.0,2.0,,,,,,,,318.0,,
213,c203,5.0,1.0,12.0,2.0,183.0,420.0,25656.0,14.0,7.0,833.0,400.0,,8.0,66626.0,,1.0,187.0,7159.0,1.0,,1.0,,2.0,,304525.0,3116.0,,,,,,203.0,2300.0,,81976.0,28.0,,12492.0,,,,,,,,,,,13.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
214,The_Tzu,928.0,2650.0,4067.0,303.0,514887.0,13469.0,11824154.0,4091.0,103.0,79508.0,1106150.0,67.0,228.0,,38.0,351.0,238000.0,1418050.0,22.0,29.0,16017.0,186.0,213.0,215483.0,19885553.0,608085.0,3085110.0,2562095.0,53.0,100.0,45.0,101.0,115440.0,5964451.0,10187020.0,4463.0,226145943.0,3094730.0,35.0,9077735.0,9077735.0,3.0,105.0,,9365.0,,124.0,257187.0,94.0,19.0,25.0,9.0,7.0,,34.0,2212.0,1756.0,183.0,34.0,25.0,1.0,11.0,11.0,6472.0,,,,20.0,,1.0,,,,,
215,TheOnlyWayUp,7.0,,,1.0,30704.0,,63195.0,,,342.0,4091.0,,9.0,30704.0,,,,993.0,,,,,,1941.0,30927.0,1209.0,1074.0,,,,,30704.0,,10578.0,94723.0,,,2775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,CalTexx,37.0,34.0,3.0,13.0,99086.0,,855402.0,9.0,2.0,2249.0,115420.0,,22.0,,1.0,,3713.0,10388.0,,,29.0,6.0,,3628.0,1457466.0,4416.0,17548.0,144288.0,3.0,,,42362.0,2023.0,4971.0,114938.0,107.0,,28666.0,,285684.0,285684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,KoobyRoory,31.0,1.0,,2.0,84878.0,,152089.0,13.0,,1097.0,26364.0,,84.0,84878.0,,,2959.0,7388.0,,,21.0,,,24504.0,191951.0,2498.0,2967.0,82121.0,,,,84878.0,516.0,6910.0,113321.0,16.0,,14857.0,,,,,,,220.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,sfpt,51.0,167.0,321.0,14.0,0.0,528.0,2618999.0,166.0,23.0,9632.0,86957.0,,62.0,1181725.0,6.0,81.0,25728.0,473164.0,,3.0,131.0,8.0,3.0,57820.0,2376927.0,118391.0,56502.0,280782.0,9.0,,2.0,21.0,18292.0,61040.0,1726966.0,364.0,9805412.0,190177.0,2.0,,,,,71.0,,,,,,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
219,LizzieLocks,5.0,115.0,38.0,28.0,51630.0,370.0,2393718.0,65.0,7.0,4829.0,37845.0,,,,2.0,37.0,6883.0,902574.0,,,1654.0,14.0,1.0,81273.0,2327021.0,214510.0,24642.0,737597.0,11.0,,,51651.0,6010.0,57161.0,1535210.0,184.0,334103.0,95886.0,,1066437.0,1066437.0,,,,150.0,,,11747.0,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
220,MasterEven312,,,,1.0,1438.0,,1163.0,,,8.0,,,,,,1.0,,124.0,,,,,,,1108.0,11.0,,,,,,1438.0,,,2746.0,1.0,,,,1438.0,1438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,mrcyborgsquid,75.0,255.0,818.0,52.0,2326128.0,1345.0,6333527.0,1051.0,,39996.0,821533.0,2.0,79.0,,11.0,383.0,95840.0,786703.0,,9.0,6502.0,78.0,15.0,58327.0,3850145.0,250819.0,2166921.0,8123.0,6.0,,6.0,660000.0,26406.0,2106365.0,8307284.0,1195.0,43889721.0,1176156.0,8.0,2326144.0,2326144.0,,,256.0,1786.0,121.0,,1497.0,2.0,13.0,267.0,,4.0,,7.0,250.0,290.0,24.0,,,1.0,,,282784.0,,,,,,,,,,,
222,HiIGuess,359.0,449.0,970.0,117.0,136055.0,5807.0,6134437.0,520.0,25.0,24630.0,193528.0,2.0,298.0,,124.0,183.0,101045.0,785636.0,,4.0,4274.0,47.0,4.0,105753.0,13317491.0,286935.0,762399.0,208492.0,30.0,,4.0,78031.0,33215.0,171686.0,12113728.0,2759.0,64184342.0,551383.0,50.0,4152224.0,4091.0,173.0,19.0,40.0,2595.0,,,813865.0,7.0,8.0,5.0,,4.0,4.0,1.0,10.0,1.0,9.0,,2.0,1.0,,2.0,,6.0,,,,,,,,248.0,,
